Código Cliente;Nome do Cliente;Data de Cadastro;Valor do Contrato;Ativo;CPF;Observação
019593;Maria Assunção;2025-03-02;754993.56;N;a011c5db254f5e60;sem observação
019594;Maria Ço-Testé;20230831;870.489,96;N;eb7b044f709777b6;sem observação
019595;Maria Sá;20/12/2021;72938.07;S;c1c7050eb3a83294;campo com | pipe dentro
019596;José Sá;23/06/2023;565976.71;S;930373cbd46caca7;sem observação
019597;Maria Müller;26/09/2022;None;N;63142d7dbb30f90f;sem observação
019598;João Ferreira;19/09/2021;00000000674743,09;N;d3b9b27933a387e8;"campo com ; ponto-e-vírgula dentro"
019599;Antônio Sá;20230804;462.318,23;S;b8a7c8fd67d4d68b;"campo com ""aspas"" no meio"
019600;Maria da Silva;15/10/2021;00000000146630,19;S;f488d4a2bab93459;sem observação
019601;José da Silva;09/12/2024;00000000585123,56;S;15dc2ea987c97e44;"campo com ""aspas"" no meio"
019602;José Sá;2022-04-29;NaN;S;f940dfd45a640b87;sem observação
019603;João Müller;06/01/2024;82.878,63;S;d00d2dcbe345cbd5;sem observação
019604;Ângela Ço-Testé;04/10/2024;498276.88;S;44824d6d5859f0b8;"campo com ""aspas"" no meio"
019605;Antônio Ferreira;06/07/2023;649.968,81;S;dfff8e39be2558de;"campo com ""aspas"" no meio"
019606;Íris Sá;20221025;219.196,27;S;a6cbd64060d70aec;campo com | pipe dentro
019607;Ana Müller;;301.923,00;S;3ccf0d557baf113e;sem observação
019608;Ângela da Silva;25/08/2022;820336.70;S;26f2ab96d5f47589;sem observação
019609;Ana Assunção;07/07/2022;539.544,90;S;b9666e9535332605;campo com | pipe dentro
019610;Ângela Ferreira;2025-04-27;00000000234711,76;N;4ee62cf1d8561f28;campo com | pipe dentro
019611;Ana Ferreira;2023-07-12;00000000770072,23;N;00dab8721a27bae1;
019612;Ana Ferreira;09/06/2024;961748.81;N;4828a86236cbf5b5;"campo com ; ponto-e-vírgula dentro"
019613;Camões Assunção;20210109;703.794,42;S;3bda53b76f417a16;"campo com ; ponto-e-vírgula dentro"
019614;José Assunção;12/01/2023;690.094,65;S;cbcf8c07dcc6c4bc;"campo com ; ponto-e-vírgula dentro"
019615;Antônio Ço-Testé;20240129;24.710,54;S;d86f54da8b0b02dc;sem observação
019616;Camões da Silva;27/07/2023;578.197,16;S;2fb9533633284f13;"campo com ""aspas"" no meio"
019617;Íris da Silva;2024-05-31;187.803,99;S;e2ec476d594f93f9;
019618;Ângela Ferreira;25/10/2024;195.929,58;N;0e47f97f03be851e;campo com | pipe dentro
019619;Camões Ço-Testé;14/06/2022;00000000121444,32;N;282b714e28a40a5f;sem observação
019620;Íris Ferreira;20/07/2023;603641.60;N;1a76db321e9df188;
019621;João Müller;09/12/2022;308.545,29;S;ea2d68ea1aff9574;"campo com ; ponto-e-vírgula dentro"
019622;Ângela Gonçalves;07/06/2024;9571.11;N;08fad12d011b52a8;sem observação
019623;José Sá;2021-04-01;892.301,58;N;5cafc244e6f62849;
019624;Luíza Müller;04/05/2020;143.062,68;N;7fe32a6a140ba6ed;sem observação
019625;Camões Müller;2020-12-22;960819.85;S;2175fb369abefc1c;
019626;João Gonçalves;20230802;421.679,50;S;c4b9ff0b5d4b672b;"campo com ; ponto-e-vírgula dentro"
019627;Antônio da Silva;20/01/2020;00000000104608,23;N;7da157a493180035;"campo com ""aspas"" no meio"
019628;José Ferreira;01/11/2020;400019.33;N;ef25a1eeaaf95d79;
019629;Antônio Sá;20240630;737291.07;N;f494c4e70952b885;"campo com ; ponto-e-vírgula dentro"
019630;Ana Ço-Testé;04/01/2025;;S;1850847e996fc41b;
019631;José Müller;15/10/2020;00000000805856,25;N;dd77f1ac01a6f2f4;campo com | pipe dentro
019632;José da Silva;20201214;00000000928131,57;N;c2b0901595567bcc;
019633;Ângela Ço-Testé;2025-05-12;None;S;c0ad8e52a32a2489;sem observação
019634;José Müller;2020-05-29;398.157,97;S;f6395986c280f3c2;"campo com ; ponto-e-vírgula dentro"
019635;Íris Sá;12/07/2021;123.437,89;S;ff1768039b039bc9;
019636;José Sá;2024-09-02;None;S;5881907cedeaa71b;campo com | pipe dentro
019637;Antônio Ço-Testé;20230805;197.343,42;S;36b9f43f4cd04c76;campo com | pipe dentro
019638;Maria Ferreira;2021-03-28;00000000562105,61;N;0b47d98c3c7e542a;"campo com ""aspas"" no meio"
019639;Ângela Ferreira;09/05/2020;217.974,78;S;3aa2950afb7ed03d;"campo com ; ponto-e-vírgula dentro"
019640;José da Silva;08/11/2022;475570.74;N;7c5ca2b604dc91d8;campo com | pipe dentro
019641;Ângela Ferreira;10/03/2025;845.991,32;S;2e00a92d0b53121b;"campo com ""aspas"" no meio"
019642;Íris Sá;20240219;477.534,83;N;0031140eda1da697;"campo com ""aspas"" no meio"
019643;Luíza Ferreira;29/12/2021;00000000462684,50;S;5f82c15a2f36859d;
019644;José Assunção;02/03/2024;93542.06;S;b1dc4341b28a3222;campo com | pipe dentro
019645;Maria Ço-Testé;17/05/2021;177.083,28;S;b179b1e059277d2d;sem observação
019646;Maria Sá;02/10/2021;953441.90;N;28e945f5e47e6650;
019647;Ângela Müller;07/12/2020;63.518,71;N;f7447d89f0ab614b;"campo com ; ponto-e-vírgula dentro"
019648;Luíza Gonçalves;20/08/2024;351.140,30;N;511b4fb986c44b21;"campo com ; ponto-e-vírgula dentro"
019649;Camões Ço-Testé;27/10/2022;76.526,25;S;5c2b75f39505d1d7;sem observação
019650;João Müller;26/12/2024;820.549,12;S;7e13f2ec44c38a4b;"campo com ""aspas"" no meio"
019651;João Ço-Testé;07/08/2024;00000000363823,63;N;3aaf160f17ad900a;sem observação
019652;José Gonçalves;2021-01-06;00000000188022,99;S;cae3d20059de1fd6;campo com | pipe dentro
019653;Luíza Gonçalves;20210726;00000000669973,98;N;001eb7bc03a55669;"campo com ""aspas"" no meio"
019654;João Sá;29/11/2020;478.173,92;N;65e5d772def33361;"campo com ; ponto-e-vírgula dentro"
019655;Ângela da Silva;15/01/2021;37.404,29;N;75fe52da59726c89;
019656;Maria Ço-Testé;20230518;387.922,38;N;2033da9c4a9a33f1;campo com | pipe dentro
019657;Camões Ferreira;2024-01-30;508920.97;N;97979ef329b59469;campo com | pipe dentro
019658;Ângela Sá;20220216;00000000619819,89;S;a2f12f2d81cb123d;campo com | pipe dentro
019659;João Assunção;20240615;00000000063052,06;N;fece28bf2a41fc2a;"campo com ; ponto-e-vírgula dentro"
019660;Ângela Sá;26/10/2020;00000000752853,54;N;a3ff32a168743182;"campo com ; ponto-e-vírgula dentro"
019661;João Sá;20/05/2023;00000000193650,51;N;aea875dbda706862;
019662;Camões Sá;21/04/2021;NaN;S;96fe16da807ca939;sem observação
019663;Camões Assunção;2021-07-01;None;N;c86523420ab86d90;"campo com ; ponto-e-vírgula dentro"
019664;Ângela da Silva;2024-05-27;842.551,24;S;cd3f36c609a9c117;
019665;José Gonçalves;05/11/2021;268832.45;S;45c821060d166631;campo com | pipe dentro
019666;José Ço-Testé;10/08/2020;355062.38;S;fe1117d872c6811c;sem observação
019667;Íris Sá;20200709;None;S;656c0aff39fa37dd;sem observação
019668;Ana Müller;08/08/2023;None;S;3a32154fe7ea9f9c;"campo com ; ponto-e-vírgula dentro"
019669;Ângela Ferreira;11/08/2020;00000000551385,58;N;3ece318f76023129;campo com | pipe dentro
019670;Luíza Assunção;20241111;00000000962335,10;S;3905d63912e5e2f1;
019671;Ângela Gonçalves;17/01/2020;00000000971536,26;S;b16b1f23cff5273b;"campo com ; ponto-e-vírgula dentro"
019672;Luíza Ço-Testé;07/08/2023;00000000728059,21;N;7b7bb8d8bf5dd663;"campo com ""aspas"" no meio"
019673;Ana Ço-Testé;06/12/2022;00000000560309,76;S;7b779b3bcbe164c4;"campo com ""aspas"" no meio"
019674;Antônio Assunção;27/10/2022;456132.79;N;1d30637fceb7cf82;
019675;José Assunção;20231215;362226.18;S;a5d968ef7d70e214;sem observação
019676;Íris Sá;11/06/2024;845255.07;N;9b1193559ac6665c;"campo com ""aspas"" no meio"
019677;Maria Müller;09/08/2021;330014.44;N;01d8a16dc124f764;
019678;João Sá;20201110;00000000236571,29;S;d9948977af6551a2;sem observação
019679;Ana Müller;2021-11-19;346.825,91;S;2a32146fe8d9c933;"campo com ; ponto-e-vírgula dentro"
019680;Luíza Ço-Testé;20240815;517761.77;S;cedb86d23c63c015;"campo com ; ponto-e-vírgula dentro"
019681;Maria da Silva;16/07/2023;504.987,14;S;da46552aee6badc3;
019682;Antônio Ço-Testé;18/06/2022;292.036,59;N;831447c0236dd46f;campo com | pipe dentro
019683;Ângela Ferreira;19/10/2023;00000000019024,65;N;2fe84d52c7394278;"campo com ; ponto-e-vírgula dentro"
019684;Ângela Müller;25/06/2021;NaN;S;28b68bc865409fb8;sem observação
019685;Ângela Ço-Testé;22/04/2024;492.484,93;N;be73f624aca808d8;"campo com ; ponto-e-vírgula dentro"
019686;Luíza Gonçalves;15/03/2025;363.144,28;N;b06b9e8db40f86e4;campo com | pipe dentro
019687;João Müller;10/03/2022;00000000156688,61;S;0ae86dbbc4eb58c9;sem observação
019688;Íris Gonçalves;21/07/2023;00000000653912,01;N;bfa94d8f1190ef54;
019689;Maria da Silva;02/09/2023;308900.35;N;05e8464119d6fc31;"campo com ; ponto-e-vírgula dentro"
019690;Luíza Assunção;25/06/2024;373.822,63;S;5aa250d1365708df;"campo com ; ponto-e-vírgula dentro"
019691;Camões Ferreira;30/01/2025;00000000924856,35;S;3059580b6652fa1a;"campo com ; ponto-e-vírgula dentro"
019692;José Ferreira;2021-10-26;555123.68;S;6f18ab35daa77259;
019693;Maria Ço-Testé;06/05/2025;715.229,82;N;fec0a2555ada7161;
019694;José Müller;20/01/2022;177.306,60;S;ec97e64317fc9b17;sem observação
019695;Íris Gonçalves;07/10/2021;00000000874083,03;S;a57f3527d0676e6a;"campo com ; ponto-e-vírgula dentro"
019696;João Müller;20221130;None;S;bd316cbe4d821386;campo com | pipe dentro
019697;Ana Gonçalves;2024-04-02;525.079,63;S;6a1b913ae4544323;"campo com ; ponto-e-vírgula dentro"
019698;José Müller;29/12/2020;36795.05;S;54dcc68dd6d8e729;"campo com ; ponto-e-vírgula dentro"
019699;José da Silva;2024-01-11;458703.13;S;0cf8749bc9b02fdf;
019700;Íris Ferreira;2020-10-20;684.822,15;N;0ec05c83a1c4b5c6;"campo com ""aspas"" no meio"
019701;Ana Müller;30/04/2025;606.146,79;N;aba0f178669ccd1e;
019702;Ângela Müller;30/10/2020;00000000678335,45;S;31d372e122f51757;
019703;Camões Assunção;20230605;257856.71;N;e4829a17430b1578;"campo com ; ponto-e-vírgula dentro"
019704;José Ço-Testé;25/10/2023;743850.22;N;c7f6365da56f7883;"campo com ; ponto-e-vírgula dentro"
019705;Ângela Gonçalves;27/12/2020;129.813,63;N;96929be3c0d24f89;"campo com ; ponto-e-vírgula dentro"
019706;Ana da Silva;18/09/2022;765.865,59;N;2d72d5a130e75f2b;"campo com ; ponto-e-vírgula dentro"
019707;Ana da Silva;02/03/2020;755553.49;N;94567c9d56fd37cf;"campo com ""aspas"" no meio"
019708;João Gonçalves;21/04/2021;526.567,07;S;2e28e771dc7df04c;sem observação
019709;José Ferreira;04/04/2021;00000000146713,67;N;1bf1dbc6faab97a8;
019710;João Gonçalves;20/06/2021;922.041,79;N;8bf84f90d26cc25a;"campo com ; ponto-e-vírgula dentro"
019711;Camões Sá;23/01/2025;NaN;S;295a4e2fbdd465d7;sem observação
019712;Luíza da Silva;2020-10-17;627642.17;N;469b9680ae4b172e;"campo com ; ponto-e-vírgula dentro"
019713;Maria Ço-Testé;20230224;374.720,74;S;d3b6300aeea082f3;"campo com ""aspas"" no meio"
019714;Camões da Silva;;39240.58;S;4dba0d58f3dd311a;campo com | pipe dentro
019715;Ângela Ço-Testé;24/08/2023;162580.05;N;c914ce727e9df45b;
019716;Ângela Sá;27/12/2024;912258.24;S;2e7d53968ac2e053;"campo com ""aspas"" no meio"
019717;Luíza Ferreira;30/10/2020;605914.94;S;e99d71fa835ef688;"campo com ; ponto-e-vírgula dentro"
019718;Íris Gonçalves;06/12/2024;329.955,79;N;03d6dcae6d811d75;"campo com ""aspas"" no meio"
019719;Antônio Gonçalves;09/08/2020;161.981,83;S;ff7a04f48a17b2e6;
019720;Ana Müller;02/09/2023;;S;ab669830be443a21;sem observação
019721;Luíza Assunção;20/03/2020;911512.84;S;1706ef48c22d09cd;"campo com ""aspas"" no meio"
019722;Ana Sá;13/04/2025;307.921,93;S;2ed0b72cecdf2e8d;
019723;Camões da Silva;20201107;493.343,83;S;f96217b0608a40c0;campo com | pipe dentro
019724;João Assunção;20230321;19.155,96;N;c37224b24d147ce0;sem observação
019725;Camões Sá;30/01/2024;NaN;N;c838ed2c8e6cee99;"campo com ""aspas"" no meio"
019726;Luíza Ferreira;31/07/2024;829.410,86;N;1f25e69c5188455d;campo com | pipe dentro
019727;Camões Gonçalves;2020-06-29;191.920,78;S;56d5420351a0a3ee;campo com | pipe dentro
019728;Maria Assunção;02/01/2024;00000000316386,83;N;6c10db7bc4b12cb2;"campo com ""aspas"" no meio"
019729;Ângela da Silva;05/06/2022;295.493,10;N;8b7a7802e9ca55f0;
019730;José Ço-Testé;20210907;837.513,89;S;5370c51f8d8b64dd;"campo com ; ponto-e-vírgula dentro"
019731;Ângela Assunção;18/06/2020;00000000412013,18;S;8350dce834f2c095;"campo com ""aspas"" no meio"
019732;Antônio Ço-Testé;05/09/2024;00000000074760,52;N;e93e5a4218689b62;"campo com ""aspas"" no meio"
019733;Ana da Silva;2023-03-31;738.808,46;S;2d7b5bc555d39cb8;"campo com ; ponto-e-vírgula dentro"
019734;Luíza da Silva;08/07/2022;NaN;N;448324130a355ece;campo com | pipe dentro
019735;José Müller;16/08/2024;00000000002094,42;S;49eea48df7abe83f;"campo com ; ponto-e-vírgula dentro"
019736;Ângela Müller;10/11/2020;00000000517484,00;N;0bf81c67d2a5b8aa;"campo com ""aspas"" no meio"
019737;João Ferreira;30/01/2021;412196.26;S;c197f8b25070e300;"campo com ""aspas"" no meio"
019738;Ana Ço-Testé;20200403;None;S;5505d073075d21fd;campo com | pipe dentro
019739;Antônio Müller;20210831;423.886,97;S;75960085361f4e45;campo com | pipe dentro
019740;Maria Sá;24/11/2024;;S;6b844bb09cde5496;sem observação
019741;Antônio Assunção;31/07/2020;00000000305095,05;S;0cbb24e20502ad87;campo com | pipe dentro
019742;Ana Ferreira;12/10/2020;00000000838561,21;N;127061772997a080;
019743;Ângela Ferreira;20250102;106.517,25;N;9353c2f7b6b56160;sem observação
019744;Ângela Sá;11/02/2023;None;N;d87a529ae216e86f;
019745;Íris Müller;26/01/2025;;N;9594a11515104bb7;campo com | pipe dentro
019746;Camões Sá;20/09/2020;00000000802999,22;N;18025e9bb4e5bf87;
019747;Ana Ferreira;;217.535,11;S;c64e7ee092f85353;"campo com ; ponto-e-vírgula dentro"
019748;Luíza Assunção;28/05/2023;;N;f62487354c6e21a7;sem observação
019749;Antônio Assunção;29/09/2024;00000000318894,96;N;169f042d1d3216dc;
019750;Antônio Assunção;20220724;164.002,95;N;8eaa68709060547e;"campo com ""aspas"" no meio"
019751;Maria Gonçalves;25/06/2023;;S;d29b1a7c4859306f;campo com | pipe dentro
019752;Maria Assunção;18/03/2023;None;N;6aafa5d062baccaa;"campo com ; ponto-e-vírgula dentro"
019753;José Gonçalves;02/03/2020;00000000472079,18;S;236c069adfbd27e5;campo com | pipe dentro
019754;José Müller;07/07/2023;849.030,59;S;c5e49b541716b85e;sem observação
019755;Maria da Silva;25/03/2021;52133.93;S;c70d8f195fb54340;sem observação
019756;Antônio da Silva;07/01/2021;00000000363313,77;S;676bdd1333ea901b;campo com | pipe dentro
019757;Luíza Gonçalves;20240728;500585.49;S;965db3e5598369bb;"campo com ""aspas"" no meio"
019758;Ângela Ço-Testé;25/06/2020;00000000473433,82;S;7c8e902b7edf6a6f;"campo com ; ponto-e-vírgula dentro"
019759;Íris da Silva;27/08/2020;687.666,82;S;519c96af508ade8a;"campo com ""aspas"" no meio"
019760;Maria Müller;20/12/2021;107.559,33;S;0e2d2c1626721e15;"campo com ; ponto-e-vírgula dentro"
019761;João Assunção;20/09/2020;889382.29;S;4f21818e2d63ab08;"campo com ""aspas"" no meio"
019762;Ana Gonçalves;22/11/2023;;N;94b4aead09be97bd;"campo com ""aspas"" no meio"
019763;José Ço-Testé;05/06/2020;526.500,37;S;5188ee71219c202f;sem observação
019764;Maria Assunção;;694.883,22;N;12a589283c7e9073;
019765;José Müller;20210305;;N;bddf247a52b85d8c;"campo com ; ponto-e-vírgula dentro"
019766;Luíza Ferreira;;00000000618551,08;S;073f18ecabf7a346;sem observação
019767;Antônio Assunção;19/07/2022;308012.54;N;0b1a1ef5df03c345;sem observação
019768;Maria Sá;13/04/2022;14.268,23;S;c3a21b21c8a64210;"campo com ; ponto-e-vírgula dentro"
019769;Maria Ço-Testé;20230711;;S;56af47bc338f263e;"campo com ""aspas"" no meio"
019770;João Ferreira;20240325;00000000193344,58;S;9dca70af6a44b8dd;"campo com ; ponto-e-vírgula dentro"
019771;Camões Assunção;01/03/2023;384.926,07;S;f9d0dc26d7ffa373;campo com | pipe dentro
019772;Camões Gonçalves;14/05/2024;00000000442738,40;N;5f1b5b73e68e1f87;"campo com ""aspas"" no meio"
019773;Íris Sá;14/05/2025;968692.59;N;011d29e1f8c994c5;"campo com ""aspas"" no meio"
019774;Ângela Assunção;2023-05-26;605.736,18;S;2e4af177d98391df;
019775;Maria Sá;10/01/2022;511.085,86;N;e320d8e6de7d56b5;"campo com ; ponto-e-vírgula dentro"
019776;Maria Ço-Testé;24/08/2022;00000000621073,07;N;ae4c88a9144aa561;"campo com ; ponto-e-vírgula dentro"
019777;Maria da Silva;20200721;158.535,78;S;64b3f6a90a6e4b72;"campo com ""aspas"" no meio"
019778;José da Silva;20220626;439281.71;N;5ce9260bd09ef9aa;sem observação
019779;Ana Ço-Testé;30/03/2022;00000000739741,34;N;8d0be30a1c2a27d4;campo com | pipe dentro
019780;João Assunção;22/11/2022;NaN;N;c546320c9037b1b0;campo com | pipe dentro
019781;Ângela da Silva;24/08/2024;316.153,34;N;707fec19bec0792b;
019782;Íris Sá;20200108;886.206,77;N;12621c7e9aff4961;campo com | pipe dentro
019783;Ana Assunção;12/04/2022;00000000562340,49;S;f00fd31f3e929b63;campo com | pipe dentro
019784;Luíza Müller;20201028;00000000697827,25;S;c3ac57b218f12f5b;
019785;Ana Müller;03/06/2020;438554.63;S;1e3290eb7cb6df28;"campo com ""aspas"" no meio"
019786;João da Silva;07/02/2022;00000000880613,36;S;39908df2430b328a;
019787;Ângela da Silva;20240717;00000000744602,17;S;7d981bd9b162901e;sem observação
019788;Íris Ço-Testé;2025-01-28;968931.55;S;68428ac5cea157f2;"campo com ; ponto-e-vírgula dentro"
019789;Ângela Gonçalves;17/08/2022;609802.95;S;fe45845ccc7609e2;
019790;Íris Assunção;10/04/2020;950.150,36;N;4dde720c3aa2b62f;
019791;José Gonçalves;27/10/2024;00000000095660,44;S;e3dcda2131fbf31f;"campo com ""aspas"" no meio"
019792;Luíza Sá;02/04/2020;906368.09;S;845cf897f5968f51;sem observação
019793;Camões Sá;;None;S;1e70579f1b1208f0;"campo com ; ponto-e-vírgula dentro"
019794;José Müller;31/12/2020;415.225,97;N;2cc28aa9797664d2;sem observação
019795;Luíza da Silva;04/06/2025;913.309,02;N;2ccca9edf7534342;"campo com ""aspas"" no meio"
019796;João Assunção;20/02/2025;675387.18;S;ab7ffa2cc7be768e;"campo com ""aspas"" no meio"
019797;Ana Ferreira;18/10/2022;418678.02;S;d56b10b67400ea1d;sem observação
019798;Antônio Ço-Testé;13/04/2020;00000000763248,47;N;cb90e0baa9c56f62;"campo com ; ponto-e-vírgula dentro"
019799;João Assunção;20240607;709366.02;S;46f41f89deb5562d;
019800;Íris Assunção;28/04/2022;00000000660684,19;S;efc44d7239b9f8e6;campo com | pipe dentro
019801;Íris Ço-Testé;24/10/2023;339.115,89;S;be45beb2e6a17ccb;"campo com ; ponto-e-vírgula dentro"
019802;Maria Ço-Testé;07/04/2020;00000000378423,05;S;d9a94def1e51fe9c;campo com | pipe dentro
019803;Ana Gonçalves;11/10/2021;868178.93;S;ebe097bb8dac8e25;sem observação
019804;João Ço-Testé;20250516;00000000948124,60;N;b15ca81c0f9cf334;sem observação
019805;Camões Ferreira;13/07/2024;82.718,22;N;106bc0f006861e5d;campo com | pipe dentro
019806;Íris Ço-Testé;16/09/2022;618.324,23;S;684973ca21239c8d;"campo com ; ponto-e-vírgula dentro"
019807;Íris Gonçalves;12/01/2025;146.374,53;S;a9c88c42770182e2;sem observação
019808;Antônio Ferreira;2022-09-28;474.309,11;S;30afa58c7c185bb0;campo com | pipe dentro
019809;Antônio Gonçalves;22/12/2021;00000000460124,90;S;9e58476f285ac3ab;sem observação
019810;João da Silva;;988354.67;N;1420ae8542d4c351;"campo com ""aspas"" no meio"
019811;Íris Ferreira;26/05/2022;00000000880267,46;N;a1f5991613ecb1d1;"campo com ; ponto-e-vírgula dentro"
019812;Ângela da Silva;2022-04-22;00000000764095,89;N;3d146f57b0bb74e1;"campo com ""aspas"" no meio"
019813;Camões Müller;13/02/2020;648224.68;N;8e87937354e096e7;"campo com ; ponto-e-vírgula dentro"
019814;Camões Assunção;06/10/2022;972.287,82;N;7a30fbaa8fd4b40c;sem observação
019815;Maria Sá;25/10/2023;85.501,65;N;4a0dc4092e9da84b;campo com | pipe dentro
019816;João Assunção;15/01/2025;00000000621388,26;S;4e84906679c17d6b;sem observação
019817;João Assunção;02/09/2022;309.077,53;S;d66829df749aea19;campo com | pipe dentro
019818;Maria Sá;12/01/2022;612.902,30;S;3b175e15786461ab;sem observação
019819;Camões Gonçalves;2024-12-19;00000000700210,73;N;70375f511bd6f80c;sem observação
019820;Luíza Müller;20/11/2022;617553.22;S;549b1ee7cd5a9078;sem observação
019821;Ana Gonçalves;06/09/2024;;N;ca758b84a14a28a4;"campo com ""aspas"" no meio"
019822;Luíza Ço-Testé;18/06/2023;685.935,54;S;5659984818e6a320;campo com | pipe dentro
019823;Maria Assunção;13/11/2022;766.456,01;N;8f15f23a42250fae;"campo com ; ponto-e-vírgula dentro"
019824;José Ferreira;25/04/2025;00000000075359,92;S;359f101c2feef17b;"campo com ""aspas"" no meio"
019825;Maria da Silva;01/02/2024;389.835,50;N;9632b324dd67fbc3;sem observação
019826;Camões da Silva;14/05/2020;992.354,32;N;5f2b4f0fc34bdb3f;
019827;Camões Müller;07/12/2023;244.211,33;N;2c712dc033d6ad05;sem observação
019828;João Sá;20230521;984.374,33;S;44b555d648b96a49;"campo com ""aspas"" no meio"
019829;Camões da Silva;04/06/2022;305427.26;N;79410518660dbb8b;campo com | pipe dentro
019830;Ana Assunção;03/09/2023;00000000412089,16;N;8a1d18ecfb1b9217;
019831;Camões Müller;06/11/2020;575.340,27;S;5a35a217fb3a60e6;"campo com ; ponto-e-vírgula dentro"
019832;Íris Ço-Testé;20240530;561419.46;N;308a7be61753e7d1;sem observação
019833;Ângela Gonçalves;20210104;757.408,26;S;6e1728a49d756090;"campo com ; ponto-e-vírgula dentro"
019834;Luíza Gonçalves;20230929;00000000972768,21;N;c7c564e6dc867351;"campo com ""aspas"" no meio"
019835;Íris da Silva;20210601;710445.42;N;31803f0703ff9389;campo com | pipe dentro
019836;Camões Ferreira;23/06/2024;281.231,17;S;3259ff5406868041;sem observação
019837;Camões Assunção;20200303;00000000604584,05;N;f154f1acb48ddc08;"campo com ; ponto-e-vírgula dentro"
019838;João Gonçalves;30/03/2023;00000000923353,04;N;66783f533f81e85d;"campo com ; ponto-e-vírgula dentro"
019839;Ana Ço-Testé;08/06/2024;00000000393243,00;N;631d46cde90eb94b;"campo com ""aspas"" no meio"
019840;José Ferreira;2025-05-22;15.668,63;S;983053cd110d9bcb;"campo com ; ponto-e-vírgula dentro"
019841;Luíza Müller;22/01/2024;00000000743326,56;N;165de145e31eca61;campo com | pipe dentro
019842;Maria Sá;31/10/2020;NaN;S;ffccbc5cbc1576ef;campo com | pipe dentro
019843;Antônio Ço-Testé;20230902;None;S;9f9b253bb713c1be;campo com | pipe dentro
019844;Luíza Assunção;10/08/2023;00000000051768,34;S;f008eae8ba789ff3;sem observação
019845;Camões Ço-Testé;25/04/2024;690.216,92;S;85d6910d092db5ec;campo com | pipe dentro
019846;João Müller;20201121;62318.13;N;f934234daf376d57;sem observação
019847;José Müller;20240717;586.237,52;N;2646ec1051e525aa;campo com | pipe dentro
019848;João Ferreira;16/06/2020;977.057,94;S;c63288cf76f20122;campo com | pipe dentro
019849;Antônio Gonçalves;05/04/2020;923.409,26;S;91f764605796a899;campo com | pipe dentro
019850;José da Silva;14/08/2020;00000000370742,12;N;f0ffa78e66835f06;"campo com ; ponto-e-vírgula dentro"
019851;Ângela Assunção;20230108;00000000049449,47;N;e8b1c982a91c37fe;sem observação
019852;Ângela Ferreira;16/11/2020;00000000637353,65;N;34d4513903382ad3;"campo com ""aspas"" no meio"
019853;Ângela Müller;07/06/2023;149233.51;N;a0a8ecce9ae70076;sem observação
019854;João da Silva;26/04/2020;00000000908984,38;N;51b5bd770360e441;
019855;João Ferreira;06/12/2020;285.443,54;S;d430a83973cb705f;"campo com ""aspas"" no meio"
019856;Maria Assunção;17/05/2024;41844.77;S;1c91cfaed31fd84c;"campo com ; ponto-e-vírgula dentro"
019857;Antônio Ferreira;20241207;900887.38;S;f9c30587b539fa50;"campo com ""aspas"" no meio"
019858;Ana Assunção;31/07/2021;871.302,41;N;43ee39ce77392084;"campo com ; ponto-e-vírgula dentro"
019859;Antônio Ço-Testé;20240323;458.598,68;N;5cd2d522a04f7727;"campo com ; ponto-e-vírgula dentro"
019860;Ana Müller;26/02/2025;00000000251809,23;S;2daa99403516cb4b;campo com | pipe dentro
019861;Antônio Gonçalves;04/09/2022;349.446,16;N;15a5738ca9cb767a;"campo com ""aspas"" no meio"
019862;Luíza da Silva;07/03/2020;332468.40;N;acd91f7e37028135;campo com | pipe dentro
019863;Camões Assunção;31/01/2020;420.559,69;S;3ca31907034da64b;"campo com ; ponto-e-vírgula dentro"
019864;João Ço-Testé;26/02/2023;None;N;a70c07fc3e960ae0;campo com | pipe dentro
019865;Maria Ço-Testé;02/05/2021;908.650,90;N;559e3bf13bfb5a72;sem observação
019866;Ângela da Silva;25/11/2023;;N;41b4fcdfeafd75e3;"campo com ""aspas"" no meio"
019867;Íris da Silva;2025-01-28;634.812,21;S;7d0c3963b897aa65;sem observação
019868;Maria da Silva;2020-03-01;00000000936894,89;S;22737d3669e4872a;sem observação
019869;Ana da Silva;2020-01-06;323008.54;N;dbcd0517fefa8507;sem observação
019870;Luíza Sá;23/08/2023;00000000199747,67;N;f709751ef1692dc0;campo com | pipe dentro
019871;José Assunção;25/12/2024;696.659,79;S;32fed6dafe7b7fb8;"campo com ; ponto-e-vírgula dentro"
019872;João da Silva;2023-02-20;101.121,39;S;9fb5da3daa7b3a94;sem observação
019873;Antônio Sá;14/04/2025;445.568,85;S;576a57c3df6f8e61;sem observação
019874;Luíza Ço-Testé;24/10/2020;00000000597538,67;N;e4d6919e9369755e;"campo com ""aspas"" no meio"
019875;Íris Müller;20230129;107.547,78;N;48585a7930aa2845;sem observação
019876;Luíza da Silva;04/01/2023;NaN;S;3a357a8429262965;"campo com ; ponto-e-vírgula dentro"
019877;Ana Assunção;08/05/2022;771926.20;S;0ee04e41efe2941d;campo com | pipe dentro
019878;Antônio da Silva;11/09/2021;23.171,73;S;2d8d9de17c2ff54b;"campo com ; ponto-e-vírgula dentro"
019879;Maria Müller;09/03/2025;None;S;5bcb45c49d0aa9ff;"campo com ""aspas"" no meio"
